2020-Jan-Mar,2020-Apr-Jun,2020-Jul-Sep,2020-Oct-Dec,2021-Jan-Mar,2021-Apr-Jun,2021-Jul-Sep,2021-Oct-Dec,2022-Jan-Mar,2022-Apr-Jun,2022-Jul-Sep,2022-Oct-Dec,2023-Jan-Mar,2023-Apr-Jun,2023-Apr-Jun,2023-Oct-Dec,2024-Jan-Mar,2024-Apr-May
0.221174286,0.207157836,0.20710973,0.224562376,0.261607876,0.261607876,0.38135851,0.399151062,0.38837082,0.61391179,0.720202766,0.72332661,0.7753772,0.848191618,0.84764518,0.87157294,0.903767778,0.931512554
0.232493526,0.207292904,0.20793443,0.218566574,0.261213294,0.261213294,0.380969428,0.402746442,0.393246152,0.65027577,0.726203238,0.756043284,0.796472008,0.848176038,0.848160432,0.87198572,0.900500718,0.928130072
0.221851672,0.207549116,0.207079784,0.228054814,0.278966952,0.278966952,0.390425552,0.392523464,0.391926224,0.613839526,0.725356902,0.742766562,0.786815958,0.847976644,0.879205966,0.915469292,0.9016944,0.932274812
0.222324068,0.207832446,0.208507212,0.22138981,0.293723072,0.293723072,0.380969428,0.40591617,0.543438374,0.649939572,0.726203238,0.722636426,0.785783298,0.847865952,0.843509238,0.868932296,0.899558368,0.932139776
0.223359908,0.207375368,0.258007942,0.21895638,0.261863886,0.261863886,0.381282446,0.392170234,0.54310112,0.650006246,0.726203238,0.75682218,0.787189396,0.847825236,0.855528674,0.850412784,0.90317702,0.930169828
0.220740382,0.210037614,0.218450878,0.22882056,0.276840014,0.276840014,0.39213193,0.39273757,0.543748826,0.69814734,0.7567673,0.742488748,0.786080852,0.847717648,0.877375008,0.9010094,0.904177334,0.930423586
0.221896554,0.207168212,0.206795142,0.219746202,0.26987293,0.26987293,0.381191986,0.41257447,0.602746638,0.618674706,0.726309914,0.722280282,0.786343242,0.847703242,0.848160432,0.908454332,0.904051388,0.931705778
0.220378686,0.263294858,0.207292904,0.24590663,0.261607876,0.261607876,0.38122972,0.398587592,0.602749048,0.649796846,0.726203238,0.722487932,0.77742229,0.847577118,0.878173888,0.914723296,0.902446058,0.922062338
0.22093293,0.208075534,0.20689552,0.257933224,0.267345384,0.267345384,0.383028168,0.394716018,0.600324066,0.650101936,0.726203238,0.74273154,0.786246006,0.847355048,0.878684156,0.903954636,0.903407724,0.932380352
0.220264794,0.208507212,0.207882074,0.229273184,0.261607876,0.261607876,0.381771404,0.39072791,0.602749048,0.649614872,0.725948078,0.721896078,0.774789728,0.847315042,0.847977738,0.903329832,0.900841118,0.935508692
0.230256884,0.209328104,0.209328104,0.21895638,0.262840952,0.262840952,0.387225936,0.396781268,0.602722082,0.650051434,0.727638692,0.755514208,0.777623792,0.8468735,0.879219672,0.916156316,0.901669756,0.92751614
0.228421666,0.208426964,0.207157836,0.219155436,0.293723072,0.293723072,0.38074762,0.412549854,0.543438374,0.613706024,0.71120401,0.75947106,0.736948796,0.846630618,0.879236242,0.916207608,0.904387228,0.933058828
0.220569108,0.20749652,0.207157836,0.229277782,0.261607876,0.261607876,0.381191986,0.412411444,0.396171532,0.613286916,0.730783846,0.750613644,0.780910252,0.84638699,0.856502566,0.916075238,0.901876822,0.931190156
0.22342477,0.207174794,0.207458226,0.221619712,0.294179114,0.294179114,0.38117939,0.41545621,0.388412468,0.61370316,0.726059474,0.72218675,0.796834288,0.846372372,0.87931189,0.871666378,0.89653921,0.92752058
0.221270868,0.208726456,0.207325404,0.219482324,0.261923314,0.261923314,0.380578544,0.405323042,0.393248764,0.622522392,0.725555424,0.724613438,0.77644208,0.845317632,0.855218156,0.915861312,0.902858742,0.92328686
0.22039807,0.207157836,0.206952186,0.219433032,0.263828812,0.263828812,0.38188108,0.413515858,0.529982496,0.613671344,0.72620536,0.742253126,0.808854046,0.84501738,0.848429548,0.915328826,0.866325066,0.933058828
0.22111281,0.207584872,0.207157836,0.21939175,0.274885572,0.274885572,0.38131779,0.41764561,0.388412468,0.613424538,0.741406656,0.722453482,0.754025322,0.84478725,0.826160678,0.914799332,0.901875396,0.92439648
0.22111281,0.207157836,0.208493914,0.21895351,0.280844078,0.280844078,0.380969428,0.405159526,0.388961518,0.613671344,0.728248852,0.744512808,0.786301544,0.844541862,0.843833348,0.916034176,0.902826352,0.925603134
0.226699314,0.207853864,0.207157836,0.227582336,0.274387306,0.274387306,0.38122972,0.413460292,0.53194552,0.613671344,0.726631042,0.719123462,0.776551478,0.844409704,0.87768478,0.902806826,0.902380488,0.929441522
0.22111281,0.206952186,0.20749652,0.230393056,0.271968036,0.271968036,0.38122972,0.412647104,0.530008258,0.61487716,0.726247408,0.732675974,0.77142864,0.844217622,0.879062666,0.91606096,0.90470005,0.930494152
0.266903706,0.207358988,0.2074874,0.220670314,0.26934381,0.26934381,0.374472056,0.405577246,0.388412468,0.614104032,0.711330212,0.722636426,0.791484268,0.84410862,0.910929186,0.91605868,0.90427277,0.931397866
0.221211664,0.207223298,0.20729019,0.221405042,0.261607876,0.261607876,0.381719064,0.40574807,0.38799303,0.614851044,0.6519707,0.748275476,0.774992378,0.843974844,0.87878463,0.92255144,0.904387228,0.930717784
0.221346176,0.206963684,0.21048151,0.219901416,0.277148954,0.277148954,0.381123898,0.413864582,0.529963236,0.613562896,0.75201211,0.75507956,0.771296686,0.843901366,0.843276654,0.921781388,0.902875508,0.933058828
0.221208364,0.20784633,0.207157836,0.219583346,0.261607876,0.261607876,0.381248574,0.406038732,0.392964476,0.615331312,0.726203238,0.706072106,0.785996,0.843869074,0.87931189,0.908744688,0.904387228,0.930293048
0.222296348,0.207129808,0.20698565,0.230474118,0.265582292,0.265582292,0.3804154,0.412260786,0.529852456,0.613671344,0.72609382,0.722121624,0.752516796,0.843842792,0.84823107,0.921981292,0.902956586,0.92676832
0.222811238,0.20709193,0.207857732,0.219418716,0.261607876,0.261607876,0.385925098,0.405371616,0.54314399,0.650029514,0.726203238,0.757043726,0.74542132,0.843761116,0.88111518,0.922241928,0.905233386,0.93217572
0.2217623,0.207418772,0.207264436,0.21927126,0.262783674,0.262783674,0.381126496,0.427491312,0.60275669,0.650101936,0.638746148,0.722636426,0.776690706,0.843620166,0.878176578,0.92255144,0.89808017,0.926181914
0.221199304,0.215103472,0.207230804,0.230137378,0.266336726,0.266336726,0.3856828,0.405467366,0.601914272,0.614545732,0.726347308,0.751599544,0.78529076,0.843128702,0.88322536,0.91643606,0.8978872,0.934085588
0.221097602,0.207696194,0.216612174,0.220760402,0.261404398,0.261404398,0.381774976,0.404984318,0.604156452,0.712285152,0.620479598,0.74815915,0.786051386,0.843114808,0.55700707,0.916079676,0.90317279,0.932413772
0.221054526,0.207744954,0.207425226,0.21895638,0.263417672,0.263417672,0.387657312,0.406011434,0.635201378,0.72646242,0.724715388,0.72309665,0.775015576,0.84299714,0.84471835,0.9130447,0.904959574,0.92996352
0.22118348,0.208274218,0.207168212,0.21895638,0.261607876,0.261607876,0.381327566,0.405247718,0.636762166,0.613671344,0.651519772,0.7233416,0.784859662,0.84294148,0.878255988,0.914443634,0.900018948,0.931305772
0.222380606,0.224167946,0.218358104,0.219234646,0.261607876,0.261607876,0.38122972,0.40553443,0.602749048,0.615048854,0.726145532,0.751539374,0.787802688,0.842833552,0.843294034,0.914884586,0.90570376,0.931552344
0.22111281,0.207157836,0.209344232,0.219116246,0.261607876,0.261607876,0.38122972,0.417769268,0.519017428,0.650059408,0.726082394,0.715416128,0.787023542,0.84269488,0.879397824,0.922478654,0.90508762,0.932380352
0.23069377,0.207228136,0.207157836,0.21895638,0.262447884,0.262447884,0.38621894,0.405371616,0.533244256,0.649831852,0.726203238,0.722636426,0.775310094,0.842558008,0.856133482,0.870367154,0.905256936,0.931190942
0.223262918,0.20848849,0.207695006,0.219255984,0.27805819,0.27805819,0.381315128,0.405012262,0.529469486,0.613903628,0.726309684,0.722666636,0.775745634,0.84248798,0.879885162,0.886273862,0.903326886,0.910905674
0.222243516,0.207032912,0.207696194,0.220665832,0.261342856,0.261342856,0.38192077,0.40534106,0.531871288,0.613671344,0.728231936,0.722636426,0.763387578,0.842350414,0.84611781,0.87253787,0.893483314,0.927984998
0.221392736,0.207372578,0.209927896,0.220183816,0.264918846,0.264918846,0.3856828,0.406065682,0.533212818,0.615078052,0.72620199,0.75566586,0.744515784,0.842344922,0.846960224,0.885196154,0.902814136,0.924784716
0.224030278,0.206763876,0.20872067,0.219235572,0.261607876,0.261607876,0.381289512,0.412830988,0.388457372,0.61419215,0.72612317,0.72284175,0.779169714,0.842344922,0.844903584,0.881169252,0.904387228,0.93445236
0.224200728,0.207157836,0.210513148,0.26228199,0.261785758,0.261785758,0.381438204,0.413467444,0.392918512,0.614067852,0.720451416,0.722773656,0.786150408,0.842126106,0.84775545,0.843219526,0.897721148,0.93025446
0.22148554,0.324789106,0.207157836,0.218836902,0.297238346,0.297238346,0.382312418,0.405474236,0.543881938,0.613610148,0.72598028,0.722356622,0.786166082,0.842069948,0.848160432,0.916346422,0.904017278,0.93411692
0.222029164,0.20750352,0.207157836,0.23130137,0.261513656,0.261513656,0.38122972,0.412830988,0.55287814,0.61327258,0.725905908,0.74636764,0.78608771,0.841542266,0.876283644,0.91740325,0.90188641,0.927786966
0.22111281,0.207580486,0.207304264,0.21895638,0.280201662,0.280201662,0.387634584,0.419311688,0.532414442,0.613555588,0.726106998,0.722391278,0.796544952,0.841535512,0.774663686,0.91659202,0.904499918,0.931945494
0.22128891,0.215103472,0.207252108,0.21895638,0.276648236,0.276648236,0.3856828,0.404591348,0.530916772,0.612816148,0.726559122,0.722278392,0.785606236,0.841454994,0.83982997,0.915287534,0.90290118,0.931082476
0.221200002,0.25028157,0.207157836,0.2273896,0.261507684,0.261507684,0.385641122,0.412840062,0.543796536,0.650650886,0.72643344,0.7229764,0.775178852,0.84137194,0.84345631,0.770822792,0.902574568,0.929422782
0.22111281,0.207216668,0.207264436,0.23194585,0.264166416,0.264166416,0.38087721,0.405371616,0.38835131,0.61347791,0.726074594,0.72243962,0.786362302,0.841305068,0.843038388,0.915464628,0.90449358,0.928706444
0.22111281,0.207168476,0.207986554,0.32266588,0.260849068,0.260849068,0.313646514,0.405371616,0.3886742,0.614767172,0.72586458,0.722463906,0.775586664,0.8412829,0.884823916,0.916540772,0.902814136,0.927085192
0.221896184,0.207880582,0.207713568,0.2187954,0.29600194,0.29600194,0.376910238,0.40585905,0.388523732,0.613671344,0.652113662,0.722963182,0.775389918,0.84122937,0.875859612,0.915037482,0.903770648,0.932744776
0.221243546,0.207157836,0.207152052,0.248342556,0.270246458,0.270246458,0.373165016,0.408988556,0.394812034,0.613590388,0.726040228,0.737443428,0.775030368,0.841214284,0.875198922,0.901073742,0.90373999,0.936266054
0.22123974,0.209104498,0.212473576,0.222476636,0.297497086,0.297497086,0.381679732,0.40786905,0.524181574,0.614599124,0.72343401,0.722839902,0.719415918,0.840663124,0.879220574,0.915287534,0.90093896,0.927121888
0.22121313,0.20724092,0.20757054,0.222145704,0.263810666,0.263810666,0.384925902,0.40547714,0.51574671,0.613699948,0.724892508,0.661969698,0.78223673,0.84042022,0.88298982,0.871915402,0.90433535,0.932347028
0.221204698,0.20724156,0.208759008,0.21899487,0.264154262,0.264154262,0.38122972,0.414620108,0.38984453,0.613671344,0.709751604,0.715326812,0.786650014,0.8403155,0.848243432,0.8731462,0.88242797,0.932781848
0.232396644,0.207079784,0.210907202,0.22091434,0.313519238,0.313519238,0.381622568,0.405236428,0.539738968,0.725849618,0.726203238,0.755254946,0.775228228,0.839929032,0.804849176,0.91599236,0.901502458,0.939456764
0.220949418,0.207157836,0.208493914,0.221625082,0.26619046,0.26619046,0.381158526,0.405096454,0.39312196,0.554383462,0.720480392,0.722636426,0.78572934,0.839706008,0.874215368,0.91355614,0.911395256,0.934700524
0.221937178,0.20816807,0.20701341,0.287599088,0.268598104,0.268598104,0.381221978,0.405001166,0.388412468,0.64567288,0.72643665,0.722636426,0.780798464,0.839702432,0.884947424,0.91474182,0.906482582,0.935310608
0.22111281,0.207157836,0.207813494,0.21895638,0.262456308,0.262456308,0.382106214,0.399353878,0.389726442,0.524743256,0.743635746,0.722452192,0.796966558,0.839679154,0.837750658,0.916079676,0.904133252,0.934789186
0.22074474,0.20774911,0.217349112,0.21905456,0.261607876,0.261607876,0.381575708,0.405456762,0.388384626,0.61359045,0.720202766,0.722838372,0.773571924,0.839663786,0.870430644,0.914335208,0.904212508,0.93276932
0.221153566,0.207882074,0.223752154,0.21885396,0.26432174,0.26432174,0.373986036,0.403683212,0.388394008,0.61387828,0.726203238,0.72311147,0.787227998,0.83966155,0.882731884,0.915449524,0.900020478,0.924898554
0.224064164,0.207157836,0.254066298,0.219874508,0.294004708,0.294004708,0.381320644,0.40502408,0.395307914,0.614390046,0.726313258,0.744012564,0.796461462,0.83966155,0.84923796,0.907552374,0.904097828,0.92389275
0.267085348,0.207157836,0.207182966,0.219009454,0.261053454,0.261053454,0.384381084,0.405371616,0.388412468,0.612338356,0.726981282,0.722636426,0.775684148,0.83966155,0.843730278,0.90987358,0.90463513,0.93595835
0.221009252,0.206690262,0.207234634,0.228572822,0.27664802,0.27664802,0.376910238,0.405415522,0.399096306,0.613671344,0.72659292,0.755623166,0.78634675,0.83966155,0.886683974,0.91604782,0.902230978,0.906098812
0.231557866,0.213035278,0.207715162,0.219374284,0.267240492,0.267240492,0.376006836,0.411817736,0.529583026,0.613789314,0.72597901,0.722636426,0.77532615,0.83962864,0.843720572,0.870522524,0.904387228,0.932622284
0.222305998,0.211257242,0.207491946,0.228639062,0.27175223,0.27175223,0.373036772,0.417653052,0.39496975,0.611511706,0.726203238,0.755512632,0.766776954,0.839621888,0.846454506,0.916545398,0.900381346,0.93585733
0.22111281,0.234985062,0.206707238,0.266029424,0.267181778,0.267181778,0.380526112,0.405371616,0.529601332,0.613489902,0.726842876,0.742766562,0.786924344,0.83961463,0.878960598,0.908185676,0.896657702,0.92929672
0.223809588,0.207157836,0.209328104,0.23027033,0.269096988,0.269096988,0.386268388,0.410552096,0.543438374,0.65123084,0.72537667,0.749316712,0.77930315,0.83961463,0.89324592,0.91490801,0.901764884,0.929218112
0.2212504,0.207252108,0.20782824,0.262466492,0.267801704,0.267801704,0.38120316,0.411817736,0.252591366,0.711967728,0.723277112,0.722966602,0.775586664,0.83961463,0.880279228,0.908022308,0.89808017,0.933058828
0.221928324,0.233809304,0.208703232,0.231603814,0.26850982,0.26850982,0.384405886,0.392542332,0.543160388,0.65041995,0.73466552,0.74815915,0.78205143,0.83961463,0.80528478,0.91709187,0.905419084,0.93259836
0.221508968,0.207095684,0.207223298,0.220652924,0.261607876,0.261607876,0.38122972,0.41291368,0.54334209,0.652773668,0.726689874,0.755514208,0.78116973,0.83961463,0.856502566,0.869821686,0.901273486,0.928407576
0.22111281,0.20789399,0.207996982,0.273183026,0.307389682,0.307389682,0.381452074,0.391904356,0.543452292,0.650793334,0.744740216,0.722658636,0.785421264,0.83961463,0.88311892,0.91474098,0.904015458,0.930882352
0.224030278,0.211214036,0.207871524,0.221601308,0.261938724,0.261938724,0.381797892,0.407788508,0.544813434,0.65036935,0.726290804,0.755623166,0.775220954,0.83961463,0.879000312,0.872341792,0.899201422,0.93114835
0.229581132,0.216495124,0.207157836,0.291249094,0.26786505,0.26786505,0.3856022,0.411968824,0.543672132,0.650541658,0.726225222,0.724798422,0.78615173,0.839608106,0.883339066,0.916079676,0.90607865,0.93234316
0.219065956,0.254066298,0.207157836,0.218760656,0.26782942,0.26782942,0.381014014,0.405642482,0.5476662,0.700218626,0.723502138,0.731240412,0.779692524,0.839343208,0.885034304,0.9196894,0.902814136,0.926691872
0.221272494,0.258007942,0.207333816,0.220856166,0.268323386,0.268323386,0.382080286,0.392894116,0.530117014,0.653132612,0.726122306,0.722039538,0.811107578,0.839316916,0.874514228,0.906404436,0.902333342,0.93686899
0.227660734,0.219451968,0.218106682,0.21895821,0.265125728,0.265125728,0.383211716,0.392170234,0.543191982,0.649162018,0.727127638,0.7225886,0.786584636,0.839294274,0.839558146,0.87170531,0.90260773,0.929869134
0.221774328,0.233809304,0.20724156,0.21895638,0.30013429,0.30013429,0.38114557,0.412872594,0.529746038,0.650101936,0.726154524,0.755623166,0.77926207,0.839261442,0.852977108,0.9196894,0.9020706,0.932555264
0.226941706,0.206854616,0.207748748,0.2193561,0.29191681,0.29191681,0.38122972,0.40593765,0.54364221,0.617180434,0.757566882,0.771643512,0.775546954,0.839253106,0.8481994,0.903712864,0.910093738,0.934624566
0.22111281,0.20795359,0.207748748,0.255991306,0.265582292,0.265582292,0.384112194,0.413397958,0.54747717,0.650033612,0.727912182,0.722688108,0.786946888,0.83921125,0.886251316,0.913773396,0.90962477,0.932139776
0.222225752,0.204931334,0.20742732,0.245054362,0.267718898,0.267718898,0.3815371,0.413546512,0.54822947,0.613767094,0.727826322,0.739154632,0.745610172,0.839170074,0.883278792,0.869950646,0.90881721,0.932396502
0.224190816,0.209840296,0.207774524,0.266095396,0.271803418,0.271803418,0.38122972,0.40615419,0.543387494,0.614844108,0.726203238,0.723096518,0.809153858,0.839168618,0.846162386,0.915181428,0.908901668,0.92491228
0.22485378,0.207871524,0.20665653,0.22154926,0.32800072,0.32800072,0.38729254,0.405371616,0.54180493,0.650101936,0.726078502,0.722659552,0.776337318,0.83914511,0.855627264,0.916079676,0.904574874,0.92925614
0.221034638,0.207996982,0.206952186,0.229182898,0.264812108,0.264812108,0.381647472,0.405863088,0.542542572,0.726098264,0.741546252,0.739166194,0.7753772,0.83912043,0.854971508,0.91287887,0.90347279,0.92655601
0.221654952,0.20849814,0.2087832,0.219400026,0.294023438,0.294023438,0.238277606,0.4057218,0.542511284,0.650101936,0.741574896,0.723217248,0.787231422,0.839103566,0.874641592,0.913844254,0.90391223,0.92960353
0.23055299,0.207252324,0.207172478,0.219099212,0.303836482,0.303836482,0.233727432,0.405371616,0.528833862,0.613671344,0.726212526,0.749308812,0.797658892,0.839046372,0.881230286,0.91609898,0.901584454,0.922790242
0.233048888,0.207079784,0.20911121,0.244997988,0.294187782,0.294187782,0.389405256,0.405371616,0.546884858,0.649996804,0.726322358,0.747850494,0.796451564,0.838987036,0.84935377,0.914232158,0.899817228,0.93163896
0.224677202,0.208933556,0.207168476,0.219640082,0.262026742,0.262026742,0.38128514,0.405371616,0.536426164,0.614700506,0.754596858,0.748353042,0.80863816,0.83892902,0.854744032,0.915876956,0.903826804,0.934789186
0.221316572,0.207600664,0.206552334,0.266310302,0.274980304,0.274980304,0.38122972,0.414179334,0.52690015,0.61400777,0.725817136,0.722636426,0.785974612,0.838817746,0.907074026,0.901187062,0.904515412,0.932797216
0.229077444,0.207537338,0.207157836,0.21895638,0.261288864,0.261288864,0.383290674,0.405286248,0.542296364,0.712184288,0.726859066,0.722462974,0.78544525,0.838747538,0.884380422,0.91423746,0.903298332,0.93152696
