2020-Jan-Mar,2020-Apr-Jun,2020-Jul-Sep,2020-Oct-Dec,2021-Jan-Mar,2021-Apr-Jun,2021-Jul-Sep,2021-Oct-Dec,2022-Jan-Mar,2022-Apr-Jun,2022-Jul-Sep,2022-Oct-Dec,2023-Jan-Mar,2023-Apr-Jun
,0.202025866,,0.2061351,0.224681202,0.312691204,0.32744037,0.369639458,0.504202662,,,,,0.835236
,0.204723078,,0.25343567,0.224785928,0.290784116,0.324527568,0.373595064,0.495107506,,,,,0.888098848
,0.201955412,,0.207794824,0.23133739,0.290797276,0.32589314,0.376856468,0.372121608,,,,,
,0.202104062,,0.21195974,0.2776638,0.277504802,0.333629134,0.341777274,0.503024458,,,,,
,0.204656416,,0.202526308,0.279880912,0.2973468,0.376430288,0.381493664,0.51741422,,,,,
,0.20200885,,0.201368054,0.228001378,0.311830224,0.333849218,0.373717376,0.503149666,,,,,
,0.202647044,,0.210034504,0.277266302,0.312473708,0.297594644,0.381473946,0.5034384,,,,,
,0.323796308,,0.209564782,0.224282206,0.312473708,0.376905818,0.377412414,0.50335486,,,,,
,,,0.202196236,0.226831956,0.313459118,0.324687466,0.370067968,0.3622598,,,,,
,,,0.202742472,0.224325228,0.297628628,0.324326422,0.377356542,0.503432046,,,,,
,,,0.202584782,0.22481738,0.314156654,0.324490166,0.377338354,0.503346176,,,,,
,,,0.21412447,0.224325228,0.296479112,0.32581984,0.37736174,0.50334996,,,,,
,,,0.25890183,0.230894942,0.312473708,0.333373726,0.381819528,0.497607884,,,,,
,,,0.253065562,0.224686592,0.318446598,0.34528748,0.376602522,0.494713856,,,,,
,,,0.20349935,0.225516956,0.31190536,0.324394,0.385309488,0.503431534,,,,,
,,,0.201894798,0.224605948,0.317373966,0.37511671,0.37736174,0.499631494,,,,,
,,,0.259683024,0.224499938,0.306794278,0.347833792,0.381705416,0.503130202,,,,,
,,,0.253446498,0.22994909,0.311820358,0.323789824,0.37954101,0.503339162,,,,,
,,,0.203647602,0.26643293,0.296214566,0.324894336,0.38481924,0.50342014,,,,,
,,,0.202768838,0.237030174,0.296289558,0.324664384,0.38533043,0.503346176,,,,,
,,,0.200953794,0.22421495,0.296742384,0.374825642,0.381473946,0.503464806,,,,,
,,,0.209672036,0.273779318,0.288390548,0.297566028,0.331913802,0.506675126,,,,,
,,,0.253102664,0.298428266,0.27797658,0.309980752,0.37786644,0.49508916,,,,,
,,,0.202710246,0.316449366,0.22727752,0.374881832,0.377500116,0.503838712,,,,,
,,,0.209736672,0.297883886,0.313315928,0.37510383,0.388036578,0.5034384,,,,,
,,,0.201769516,0.285061612,0.277419312,0.332329068,0.377401646,0.374773276,,,,,
,,,0.203716352,0.224325228,0.306794278,0.325259174,0.38534132,0.375071174,,,,,
,,,0.202561494,0.229427158,0.313184094,0.32406836,0.377698278,0.50343704,,,,,
,,,0.204997458,0.311105948,0.28156315,0.331511386,0.377356768,0.374754448,,,,,
,,,0.206069446,0.270081794,0.307105042,0.299022768,0.385526744,0.372302854,,,,,
,,,0.202295828,0.297527314,0.296320346,0.374896086,0.377763226,0.503346176,,,,,
,,,0.201717968,0.297856376,0.228132814,0.324326422,0.37772657,0.375094714,,,,,
,,,0.209717324,0.271575098,0.296791426,0.330614732,0.384873792,0.503346176,,,,,
,,,0.224287116,0.22453037,0.312952528,0.303802856,0.38303091,0.50315564,,,,,
,,,0.20200885,0.316449366,0.2780409,0.29797889,0.378372432,0.503113022,,,,,
,,,0.202481282,0.316129248,0.302755664,0.325793844,0.38025058,0.50355064,,,,,
,,,0.209884754,0.266601542,0.317795334,0.32342895,0.37733013,0.503618252,,,,,
,,,0.209617926,0.224325228,0.30680439,0.324601568,0.377537742,0.50369351,,,,,
,,,0.202359626,0.24023424,0.296289558,0.326274754,0.3850078,0.5034906,,,,,
,,,0.202209768,0.226714004,0.312654756,0.374794712,0.377313882,0.503514102,,,,,
,,,0.20628013,0.264077744,0.281539194,0.32493258,0.37736174,0.49396396,,,,,
,,,0.219314468,0.272129824,0.288390548,0.374975638,0.377333192,0.59523476,,,,,
,,,0.207710396,0.236844278,0.311624186,0.332558094,0.378911288,0.515011072,,,,,
,,,0.209736672,0.224402694,0.310261226,0.331675102,0.385395442,0.488530636,,,,,
,,,0.209844362,0.266510134,0.296554574,0.374975638,0.506131662,0.491028038,,,,,
,,,0.2564909,0.224325228,0.296684806,0.377033714,0.506048548,0.515168542,,,,,
,,,0.206910504,0.224397438,0.312473708,0.324780646,0.38185527,0.516628258,,,,,
,,,0.235230766,0.22566554,0.28828111,0.374958304,0.377396448,0.509079746,,,,,
,,,0.216295862,0.298061318,0.291659178,0.378610152,0.377409594,0.594861416,,,,,
,,,0.20200885,0.304247092,0.30686771,0.297995994,0.381425558,0.487974436,,,,,
,,,0.20409368,0.230029382,0.29625892,0.297676982,0.388077432,0.487579932,,,,,
,,,0.20206754,0.224690064,0.312727822,0.299146414,0.37754871,0.509388992,,,,,
,,,0.202389774,0.266313626,0.222306124,0.304916204,0.377656902,0.48900163,,,,,
,,,0.202092552,0.224325228,0.284458924,0.324326422,0.377660584,0.491496158,,,,,
,,,0.250765028,0.225762582,0.296289558,0.324441892,0.381593494,0.484448444,,,,,
,,,0.215364766,0.227624898,0.296289558,0.374654458,0.377384078,0.43882359,,,,,
,,,0.282080464,0.226536108,0.288453784,0.37094164,0.377399804,0.489343862,,,,,
,,,0.268222436,0.288251526,0.312377004,0.334131488,0.380639448,0.504135328,,,,,
,,,0.201894632,0.28200034,0.313345194,0.299057882,0.50577177,0.596420348,,,,,
,,,,0.266510134,0.312473708,0.297397388,0.525259746,0.503973068,,,,,
,,,,0.266510134,0.296530706,0.324667566,0.36971954,0.504479114,,,,,
,,,,0.226719764,0.300821558,0.296797562,0.382264658,0.509300178,,,,,
,,,,0.266510134,0.296525582,0.331277066,0.369686728,0.503346176,,,,,
,,,,0.266462344,0.309950136,0.327760164,0.374400464,0.503346176,,,,,
,,,,0.266510134,0.296437976,0.335115052,0.370287136,0.503308588,,,,,
,,,,0.266511102,0.296766582,0.324461896,0.310304212,0.503659802,,,,,
,,,,0.22464949,0.312538998,0.32458931,0.36995885,0.522836292,,,,,
,,,,0.328695314,0.31304698,0.324243334,0.483694936,0.522031332,,,,,
,,,,0.284634344,0.296392882,0.333078004,0.37736174,0.502651714,,,,,
,,,,0.26668073,0.29673478,0.337009804,0.369677482,0.488436394,,,,,
,,,,0.32831738,0.296718486,0.324783108,0.370200388,0.503148048,,,,,
,,,,0.271649848,0.313122274,0.324924988,0.370000818,0.487682654,,,,,
,,,,0.26630123,0.312473708,0.331676132,0.370222222,0.482337892,,,,,
,,,,0.297334484,0.314219348,0.324326422,0.373441082,0.48351185,,,,,
,,,,0.266732216,0.311072892,0.324326422,0.373213466,0.519378836,,,,,
,,,,0.304971294,0.247579892,0.324369966,0.373875526,0.497401682,,,,,
,,,,0.284634344,0.311488826,0.331894486,0.38151083,0.522130864,,,,,
,,,,0.30414935,0.314354336,0.324482816,0.381726038,0.498397962,,,,,
,,,,0.297447806,0.313236768,0.331348182,0.373679906,0.488199356,,,,,
,,,,0.224325228,0.29642899,0.327669544,0.370326558,0.488436394,,,,,
,,,,0.224325228,0.296463706,0.331540716,0.37025752,0.48241759,,,,,
,,,,0.28307908,0.279552774,0.33547439,0.370059516,0.503380226,,,,,
,,,,0.28452573,0.264288392,0.325695906,0.370017318,0.503146104,,,,,
,,,,0.267376818,0.288736376,0.326106144,0.370017318,0.51420819,,,,,
,,,,0.29754708,0.29656909,0.324326422,0.377764804,0.500227792,,,,,
,,,,0.266510134,0.22793344,0.297529874,0.348134392,0.49997212,,,,,
,,,,0.319687906,0.288131678,0.35843723,0.373331728,0.51254153,,,,,
,,,,0.297277314,0.288608694,0.326857444,0.369764554,0.478839542,,,,,
,,,,0.267359422,0.29914733,0.297843268,0.370082064,0.510252378,,,,,
,,,,0.266065686,0.288284894,0.3315292,0.37022697,0.48140246,,,,,
,,,,0.297795144,0.277504802,0.300043826,0.382100762,0.505721328,,,,,
,,,,0.305607734,0.27930997,0.377951614,0.371052682,0.502961062,,,,,
,,,,0.298048078,0.288239136,0.381491,0.370082952,0.503228812,,,,,
,,,,0.298369908,0.29889755,0.375408004,0.369807448,0.492760566,,,,,
,,,,0.28081642,0.296354394,0.37574059,0.3701511,0.485399344,,,,,
,,,,0.28988551,0.312376648,0.3754676,0.369756596,0.495163466,,,,,
,,,,0.299344396,0.288169282,0.378444542,0.370077152,0.500313442,,,,,
,,,,0.290112346,0.298657514,0.374837418,0.377571758,0.501222778,,,,,
,,,,0.290113544,0.297219108,0.375541082,0.370381324,0.4975251,,,,,
,,,,0.226191854,0.312156426,0.374975638,0.33047066,0.488278514,,,,,
,,,,0.226714004,0.279878142,0.296520116,0.370302718,0.484947208,,,,,
,,,,0.224648492,0.342473716,0.29649877,0.381751806,0.518509978,,,,,
,,,,,0.284092268,0.37461401,0.377764974,0.501740164,,,,,
,,,,,0.274919488,0.297045574,0.37785852,0.50363352,,,,,
,,,,,0.296812634,0.296420748,0.370164828,,,,,,
,,,,,0.294922874,0.2977929,0.370277966,,,,,,
,,,,,0.284030926,0.331717516,0.37015577,,,,,,
,,,,,0.296184384,0.37981565,0.373492302,,,,,,
,,,,,0.296137788,0.380023932,0.373492302,,,,,,
,,,,,0.31801751,0.297978946,0.369527792,,,,,,
,,,,,0.294193454,0.296932516,0.370017318,,,,,,
,,,,,0.274919488,0.304879412,0.377412414,,,,,,
,,,,,0.28433919,0.296520116,0.373296214,,,,,,
,,,,,0.272254872,0.297095102,0.381473946,,,,,,
,,,,,0.267756094,0.375208798,0.381489064,,,,,,
,,,,,0.285600054,0.374975638,0.3734682,,,,,,
,,,,,0.274919488,0.37511624,0.373481488,,,,,,
,,,,,0.285970898,0.374836972,0.373478224,,,,,,
,,,,,0.295602942,0.374837418,0.373887276,,,,,,
,,,,,0.297796022,0.374942124,0.37024919,,,,,,
,,,,,0.294193454,0.380023932,0.37736174,,,,,,
,,,,,0.296470218,0.374836442,0.381513998,,,,,,
,,,,,0.297738778,0.374975638,0.370017318,,,,,,
,,,,,0.29655451,0.375276862,0.369934824,,,,,,
,,,,,0.316631944,0.374980778,0.377542292,,,,,,
,,,,,0.296289558,0.374899142,0.384010724,,,,,,
,,,,,0.296289558,0.381491,0.370061104,,,,,,
,,,,,0.295868188,0.380453114,0.37414613,,,,,,
,,,,,0.296289558,0.29688595,0.377381404,,,,,,
,,,,,0.296391374,0.375049634,0.36997712,,,,,,
,,,,,0.294679482,0.37532688,0.378105412,,,,,,
,,,,,0.296804024,0.297095102,0.370332074,,,,,,
,,,,,0.296289558,0.297168854,0.370089148,,,,,,
,,,,,0.2963385,0.381281066,0.370277194,,,,,,
,,,,,0.331603088,0.297095102,0.371874104,,,,,,
,,,,,0.296898348,0.297095102,0.36989397,,,,,,
,,,,,0.29625208,0.334256878,0.373846886,,,,,,
,,,,,0.296483382,0.378610152,0.375840542,,,,,,
,,,,,0.296289558,0.374837418,0.370176254,,,,,,
,,,,,0.296408814,0.374740158,0.370017318,,,,,,
,,,,,0.296289558,0.331825246,0.370017318,,,,,,
,,,,,0.296348654,0.333386914,0.370017318,,,,,,
,,,,,0.296289558,0.378887442,0.370017318,,,,,,
,,,,,0.301164968,0.375749996,0.370001806,,,,,,
,,,,,0.296555274,0.374532246,0.370017318,,,,,,
,,,,,0.296337914,0.379817464,0.369996622,,,,,,
,,,,,0.296289558,0.380085226,0.379004762,,,,,,
,,,,,0.296011848,0.374975638,0.373508106,,,,,,
,,,,,0.296729856,0.384310824,0.379273182,,,,,,
,,,,,0.296300876,0.3748081,0.370342664,,,,,,
,,,,,0.29663815,0.317573842,0.372695402,,,,,,
,,,,,0.29630586,0.32405425,0.370545872,,,,,,
,,,,,0.296289558,0.372225856,0.369708876,,,,,,
,,,,,0.345582514,0.296910734,0.370205032,,,,,,
,,,,,0.296195716,0.276718772,0.373213466,,,,,,
,,,,,0.299830852,0.372225856,0.373492302,,,,,,
,,,,,0.296263648,0.335393322,0.377491386,,,,,,
,,,,,0.297738778,0.275236574,0.370435376,,,,,,
,,,,,0.296289558,0.372225856,0.376510788,,,,,,
,,,,,0.297550256,0.333192184,0.370017318,,,,,,
,,,,,0.296256634,0.356456806,0.369986466,,,,,,
,,,,,0.296132174,0.370680358,0.33047066,,,,,,
,,,,,0.296289558,0.287537028,0.376232946,,,,,,
,,,,,0.296289558,0.362595708,0.379446316,,,,,,
,,,,,0.296230938,0.380023932,0.370032516,,,,,,
,,,,,0.295972112,0.333009282,0.378045798,,,,,,
,,,,,0.296641546,0.371963268,0.37740988,,,,,,
,,,,,0.296428566,0.376810498,0.370192188,,,,,,
,,,,,0.296855628,0.36866675,0.377463604,,,,,,
,,,,,0.296165948,0.356456806,0.37736174,,,,,,
,,,,,0.29654584,0.372184538,0.37736174,,,,,,
,,,,,0.316599974,0.380023932,0.377841042,,,,,,
,,,,,0.29670755,0.297095102,0.37736174,,,,,,
,,,,,0.29777874,0.380539502,0.370162528,,,,,,
,,,,,0.297022854,0.37501319,0.370174812,,,,,,
,,,,,0.284827572,0.375120106,0.370017318,,,,,,
,,,,,0.296737308,0.375070384,0.370674814,,,,,,
,,,,,0.296289668,0.380020144,0.373168216,,,,,,
,,,,,0.296289558,0.374975638,0.370017318,,,,,,
,,,,,0.296201872,0.374975638,0.370017318,,,,,,
,,,,,0.296808374,0.378610152,0.369967006,,,,,,
,,,,,0.331001638,0.378610152,0.383823446,,,,,,
,,,,,0.296830914,0.378771366,0.370407914,,,,,,
,,,,,0.296289558,0.378966434,0.373361902,,,,,,
,,,,,0.296761976,0.378722008,0.37374168,,,,,,
,,,,,0.277716608,0.3786124,0.373677724,,,,,,
,,,,,0.296766582,0.375098036,0.370017318,,,,,,
,,,,,0.29638244,0.383709774,0.370568428,,,,,,
,,,,,0.296289558,0.378610152,0.370381932,,,,,,
,,,,,0.296117834,0.380104948,0.369947494,,,,,,
,,,,,0.296302728,0.375008244,0.36983576,,,,,,
,,,,,0.276986876,0.374971196,0.370151634,,,,,,
,,,,,0.277600562,0.374975638,0.370017318,,,,,,
,,,,,0.342847034,0.374975638,0.370017646,,,,,,
,,,,,0.297606998,0.377898324,0.370226228,,,,,,
,,,,,0.296289558,0.374727916,0.374277188,,,,,,
,,,,,0.29863427,0.380100888,0.373213466,,,,,,
,,,,,0.296509534,0.37483215,0.370408758,,,,,,
,,,,,0.29655283,0.37498571,0.370274206,,,,,,
,,,,,0.296289558,0.317817126,0.37085489,,,,,,
,,,,,0.297138224,0.296887104,0.374150694,,,,,,
,,,,,0.296289558,0.298820354,0.377443658,,,,,,
,,,,,0.296289558,0.301672906,0.37031635,,,,,,
,,,,,0.281963234,0.296797562,0.370017318,,,,,,
,,,,,0.284389926,0.29752965,0.370017318,,,,,,
,,,,,0.316429016,0.297346234,0.373660616,,,,,,
,,,,,0.294626366,0.297212744,0.370085614,,,,,,
,,,,,0.318329972,0.297782004,0.377477358,,,,,,
,,,,,0.296940058,0.303535296,0.370195644,,,,,,
,,,,,0.29620653,0.30360936,0.37736174,,,,,,
,,,,,0.332115978,0.29842297,0.37758242,,,,,,
,,,,,0.296779944,0.314840648,0.370017318,,,,,,
,,,,,0.296973182,0.297618154,0.29851842,,,,,,
,,,,,0.296289558,0.296811966,0.376602522,,,,,,
,,,,,0.2968234,0.337779958,0.369986466,,,,,,
,,,,,0.296571732,0.297095102,0.376923084,,,,,,
,,,,,0.296276464,0.297445384,0.37546163,,,,,,
,,,,,0.296251696,0.299057968,0.37012461,,,,,,
,,,,,0.297213268,0.29720944,0.343333796,,,,,,
,,,,,0.296289558,0.297095102,0.38533043,,,,,,
,,,,,0.296289558,0.297095102,0.37736174,,,,,,
,,,,,0.31793134,0.33177364,0.370715992,,,,,,
,,,,,0.298355504,0.297132906,0.37279566,,,,,,
,,,,,0.297590888,0.297264656,0.37728008,,,,,,
,,,,,0.331136744,0.297040124,0.380600146,,,,,,
,,,,,0.296289558,0.2972725,0.370079088,,,,,,
,,,,,0.296289558,0.332214088,0.370077398,,,,,,
,,,,,0.296892198,0.303754556,0.370017318,,,,,,
,,,,,0.296670258,0.297473842,0.370044804,,,,,,
,,,,,0.295800388,0.321081844,0.377890142,,,,,,
,,,,,0.301777992,0.296604332,0.37023628,,,,,,
,,,,,0.29622422,0.31932502,0.370026166,,,,,,
,,,,,0.299379886,0.297090358,0.36990123,,,,,,
,,,,,0.296598708,0.29720944,0.369697588,,,,,,
,,,,,0.296588086,0.297812352,0.37266387,,,,,,
,,,,,0.319391406,0.331598168,0.376849722,,,,,,
,,,,,0.299155316,0.296851406,0.37736174,,,,,,
,,,,,0.295841108,0.29853565,0.38533043,,,,,,
,,,,,0.338867458,0.297861062,0.378524848,,,,,,
,,,,,0.297590888,0.29782877,0.370072024,,,,,,
,,,,,0.297438924,0.297892416,0.382416448,,,,,,
,,,,,0.297109478,0.29749401,0.370017318,,,,,,
,,,,,0.296117834,0.31892501,0.37720251,,,,,,
,,,,,0.29721698,0.305125838,0.37399109,,,,,,
,,,,,0.296289558,0.340591178,0.37013204,,,,,,
,,,,,0.327115498,0.297095102,0.370022294,,,,,,
,,,,,0.296626654,0.297095626,0.379563974,,,,,,
,,,,,0.296300362,0.297340858,0.37736174,,,,,,
,,,,,0.30172835,0.29822222,0.37020278,,,,,,
,,,,,0.296806766,0.300887206,0.375558216,,,,,,
,,,,,0.296234796,0.297000758,0.370169634,,,,,,
,,,,,0.296598708,0.297095102,0.370278686,,,,,,
,,,,,0.298604602,0.297702488,0.378255554,,,,,,
,,,,,0.298825306,0.318640154,0.377113184,,,,,,
,,,,,0.280140986,0.297428724,0.330191702,,,,,,
,,,,,0.296289558,0.296915232,0.343048364,,,,,,
,,,,,0.29535351,0.298441748,0.37696918,,,,,,
,,,,,0.31590851,0.297095102,0.37651066,,,,,,
,,,,,0.298629594,0.305444496,0.356039816,,,,,,
,,,,,0.296423886,0.341711876,0.377437736,,,,,,
,,,,,0.296348366,0.322788686,0.370263238,,,,,,
,,,,,0.33142872,0.323085632,0.367408642,,,,,,
,,,,,0.2971707,0.302605296,0.37025752,,,,,,
,,,,,0.296289558,0.307520842,0.370034778,,,,,,
,,,,,0.331261152,0.298157176,0.376602522,,,,,,
,,,,,0.29603527,0.318689158,0.37959466,,,,,,
,,,,,0.296531672,0.297012868,0.370084584,,,,,,
,,,,,0.296025054,0.297167564,0.330786814,,,,,,
,,,,,0.305235428,0.29969918,0.37859388,,,,,,
,,,,,0.296561836,0.332026406,0.370454086,,,,,,
,,,,,0.296314264,0.297311512,0.370367482,,,,,,
,,,,,0.296289558,0.297420216,0.370074538,,,,,,
,,,,,0.331804468,0.381491,0.377439842,,,,,,
,,,,,0.295816594,0.332406542,0.379101934,,,,,,
,,,,,0.326682982,0.332571366,0.367100254,,,,,,
,,,,,0.297064568,0.331966168,0.376870356,,,,,,
,,,,,0.294122582,0.29870111,0.382230056,,,,,,
,,,,,0.297099604,0.377566836,0.377356768,,,,,,
,,,,,0.296127032,0.331627634,0.386423448,,,,,,
,,,,,0.296357808,0.34207537,0.377764974,,,,,,
,,,,,0.332844396,0.342186424,0.370465668,,,,,,
,,,,,0.297322476,0.298160864,0.370037582,,,,,,
,,,,,0.296945864,0.344997816,0.369765422,,,,,,
,,,,,0.29618512,0.305189072,0.37037049,,,,,,
,,,,,0.301817258,0.37827847,0.370350154,,,,,,
,,,,,0.294017476,0.379287242,0.373607844,,,,,,
,,,,,0.296289558,0.374825642,0.37034179,,,,,,
,,,,,0.29669249,0.374975638,0.373492302,,,,,,
,,,,,0.29683164,0.299790502,0.341907616,,,,,,
,,,,,0.29662694,0.331511386,0.345935732,,,,,,
,,,,,0.296518762,0.29706659,0.377222232,,,,,,
,,,,,0.30298258,0.297055854,0.348134392,,,,,,
,,,,,0.296011848,0.31892501,0.370026166,,,,,,
,,,,,0.296365334,0.297223896,0.370049352,,,,,,
,,,,,0.301411152,0.375203884,0.387695664,,,,,,
,,,,,0.295666216,0.374975638,0.367808638,,,,,,
,,,,,0.28691171,0.374975638,0.369971822,,,,,,
,,,,,0.296289558,0.376858066,0.373132712,,,,,,
,,,,,0.29914733,0.297410808,0.345230648,,,,,,
,,,,,0.29707397,0.312092046,0.373492302,,,,,,
,,,,,0.284458924,0.297035748,0.340286764,,,,,,
,,,,,0.296289558,0.29857657,0.37003541,,,,,,
,,,,,0.296000504,0.297251896,0.372367268,,,,,,
,,,,,0.296289558,0.297687772,0.369857666,,,,,,
,,,,,0.296080788,0.297095102,0.370017318,,,,,,
,,,,,0.342961626,0.295890202,0.37015429,,,,,,
,,,,,0.296289558,0.331511386,0.377316416,,,,,,
,,,,,0.296628314,0.297095102,0.376484294,,,,,,
,,,,,0.296135812,0.297095102,0.370216756,,,,,,
,,,,,0.29601066,0.297414674,0.37333292,,,,,,
,,,,,0.296289558,0.299783814,0.370017318,,,,,,
,,,,,0.296848482,0.297095102,0.370017318,,,,,,
,,,,,0.296362042,0.297095102,0.373474938,,,,,,
,,,,,0.296479238,0.298639656,0.370017318,,,,,,
,,,,,0.296289558,0.297456188,0.370017318,,,,,,
,,,,,0.296289558,0.321746654,0.370017318,,,,,,
,,,,,0.3113237,0.29997706,0.370313904,,,,,,
,,,,,0.296217736,0.296842316,0.377418186,,,,,,
,,,,,0.296289558,0.298412382,0.379331112,,,,,,
,,,,,0.296289558,0.297045922,0.377770406,,,,,,
,,,,,0.296629212,0.29666678,0.370718084,,,,,,
,,,,,0.296353726,0.31892501,0.367879002,,,,,,
,,,,,0.296613314,0.297226398,0.29869772,,,,,,
,,,,,0.317526418,0.298653058,0.382320872,,,,,,
,,,,,0.296289558,0.29727899,0.37736174,,,,,,
,,,,,0.27764203,0.297331276,0.374239258,,,,,,
,,,,,0.277781976,0.297132756,0.377376024,,,,,,
,,,,,0.29628633,0.28428193,0.378115364,,,,,,
