2020-Jan-Mar,2020-Apr-Jun,2020-Jul-Sep,2020-Oct-Dec,2021-Jan-Mar,2021-Apr-Jun,2021-Jul-Sep,2021-Oct-Dec,2022-Jan-Mar,2022-Apr-Jun,2022-Jul-Sep,2022-Oct-Dec,2023-Jan-Mar,2023-Apr-Jun,2023-Jul-Sep,2023-Oct-Dec,2024-Jan-Mar
0.20228871,0.214585356,0.204270384,0.221569022,0.288013224,0.284758678,0.37775969,0.371597206,0.59670379,0.60548058,0.697699,0.697912682,0.77432422,0.839565598,,0.93479461,
0.201860514,0.214585356,0.25940413,0.20200885,0.287551002,0.28653949,0.390238094,0.372319216,0.596416052,0.629228768,0.702690208,0.774135356,0.751847674,0.769610958,,0.955405558,
0.202564512,0.214585356,0.310964772,0.217457162,0.294151104,0.291968314,0.38533043,0.371557748,0.596701578,0.604811328,0.70096049,0.763939996,0.761584182,0.763817552,,0.95167251,
0.20213352,0.241075392,0.203669976,0.213415796,0.288929258,0.286762088,0.377441514,0.371561282,0.591947884,0.601286922,0.696984224,0.73470386,0.777133504,0.836380614,,0.942106674,
0.20200885,0.214585356,0.215007716,0.213301926,0.287468224,0.290266926,0.378026518,0.3728243,0.596606278,0.60425028,0.70524836,0.728893632,0.737476352,0.847864026,,0.933860256,
0.20200885,0.225040666,0.204114864,0.231968504,0.28757619,0.287082456,0.37730957,0.265213446,0.59841635,0.628487526,0.713411596,0.773497868,0.785956114,0.841466194,,0.930769832,
0.202141648,0.214585356,0.213682786,0.213415796,0.287200388,0.28592249,0.377537742,0.37777925,0.59662578,0.602166874,0.634536496,0.738009246,0.70427911,0.782978646,,0.902577354,
0.20190021,0.217852034,0.214302056,0.21423472,0.290505052,0.28556417,0.37736174,0.265347462,0.5949146,0.607130852,0.775056866,0.76132427,0.699884928,0.761874352,,0.900552788,
0.20193162,0.214585356,0.21716074,0.226150366,0.287883616,0.286233268,0.276908372,0.376321476,0.59491355,0.605320758,0.76057222,0.775056866,0.743723912,0.731599706,,0.896955828,
0.202797378,0.214934332,0.213293204,0.21460226,0.294151104,0.28599307,0.385408042,0.377738302,0.59491355,0.610803312,0.76389373,0.81142467,0.7780063,0.716398954,,0.939868762,
0.20265423,0.214585356,0.22313001,0.213247048,0.287468224,0.3025317,0.37066328,0.373969104,0.525460412,0.605079766,0.701045676,0.77875656,0.699639526,0.788793628,,0.933905526,
0.201767296,0.216163246,0.205489942,0.20200885,0.28818192,0.287154944,0.38533043,0.372248826,0.596523368,0.608168674,0.69717008,0.788052618,0.73825167,0.744196982,,0.936266132,
0.201880104,0.272816696,0.217554226,0.213932084,0.285446028,0.286576226,0.377222232,0.371590614,0.592909386,0.60812698,0.700971254,0.742519672,0.758514948,0.838901272,,0.951300044,
0.20662633,0.214585356,0.214577394,0.21513949,0.24153501,0.2804383,0.29859786,0.371559506,0.372351474,0.685835132,0.701308526,0.760482796,0.77550289,0.783632608,,0.939372322,
0.210647998,0.213792702,0.214302056,0.213512986,0.28776447,0.285753498,0.320610188,0.37527129,0.59645452,0.714543752,0.698483796,0.740359584,0.786560192,0.760820698,,0.8816195,
0.20943065,0.22091113,0.203525404,0.253102664,0.323782646,0.300320108,0.377292482,0.374104056,0.5977839,0.696058728,0.700902134,0.773687024,0.838267784,0.746644274,,0.8977926,
0.208651336,0.232500348,0.20263137,0.21387884,0.290520426,0.28646952,0.37184222,0.37155906,0.525876736,0.680289422,0.748772372,0.77479218,,0.758598346,,0.890348986,
0.24162915,0.22851096,0.203651552,0.213415796,0.242189988,0.285753498,0.27636413,0.371561328,0.597157244,0.71429468,0.701275458,0.773880796,,0.815871922,,0.874499588,
0.245338626,0.221022736,0.21397878,0.213122462,0.285446028,0.285855616,0.38364951,0.371310548,0.59726161,0.69234635,0.722503968,0.7381118,,0.80688809,,0.889701794,
0.207781992,0.226207562,0.202971804,0.203957276,0.242202626,0.287615394,0.38669875,0.372378076,0.596604412,0.715544826,0.700918166,0.765381452,,0.76467752,,0.88923612,
0.219239626,0.223783722,0.215381294,0.217055406,0.289572974,0.286553534,0.371262486,0.371496222,0.596601686,0.71448443,0.701241388,0.775450148,,0.75457942,,0.889050146,
0.201976306,0.22085836,0.221492382,0.213866216,0.289508146,0.286889304,0.369807448,0.37753335,0.37220966,0.714589674,0.700971254,0.61949529,,0.83668118,,0.896719644,
0.207722642,0.221609578,0.21506441,0.202050034,0.287487644,0.285521626,0.37736174,0.372207456,0.595990946,0.71053509,0.702340828,0.764118088,,0.808746828,,0.90036571,
0.202359626,0.221617808,0.213806486,0.224217638,0.242313912,0.2854892,0.37736174,0.372097556,0.372156658,0.71112586,0.70272947,0.77167341,,0.83740512,,0.944418028,
0.263771508,0.221565682,0.20422008,0.213574936,0.289429826,0.286979128,0.299991498,0.374612752,0.506853144,0.7104337,0.700971254,0.764609372,,0.84453946,,0.93814234,
0.213623354,0.214382296,0.205054716,0.202785144,0.249495596,0.285840194,0.38642878,0.376259612,0.59491355,0.705554906,0.69478718,0.737912712,,0.810557148,,0.919728108,
0.20200885,0.217173684,0.21437595,0.2027263,0.287468224,0.286875724,0.370109258,0.390564806,0.595026156,0.710072074,0.700971254,0.73794662,,,,0.929833152,
0.21824215,0.214806628,0.202802478,0.213907858,0.288568484,0.286210766,0.37776268,0.369321172,0.506423026,0.727852784,0.704887248,0.700988714,,,,0.9511465,
0.20203115,0.218186752,0.21502353,0.202069628,0.287691714,0.301113974,0.377464152,0.371496222,0.527338822,0.714652744,0.701765252,0.769732546,,,,0.8964392,
0.20200885,0.21917121,0.214302056,0.203880342,0.2548367,0.29226883,0.37722122,0.373924492,0.525672458,0.71434875,0.698372582,0.72235384,,,,0.838248424,
0.238378578,0.214585356,0.21512112,0.21170246,0.287673382,0.28611484,0.277091242,0.374069006,0.508736786,0.71437592,0.594720794,0.751212652,,,,0.875112458,
0.201933148,0.214429422,0.203334428,0.20465081,0.288213718,0.285952064,0.37733861,0.219490406,0.594352372,0.714371898,0.6697048,0.772550726,,,,0.858073666,
0.20223011,0.215319082,0.21297611,0.20331206,0.297975644,0.285889246,0.381516226,0.277224584,0.59491355,0.750906358,0.701023538,0.76057222,,,,0.815699254,
0.203569188,0.22133798,0.202911716,0.202056774,0.242815192,0.285753498,0.373461492,0.206604786,0.371865362,0.721004812,0.700946444,0.73806857,,,,0.860474952,
0.202012092,0.21676605,0.203025084,0.202209768,0.303412586,0.292101242,0.373755928,0.374069006,0.50661791,0.714375074,0.700986968,0.722216842,,,,0.950984148,
0.202146288,0.215319082,0.203263254,0.203314588,0.306749834,0.28767175,0.370017318,0.372363518,0.52586553,0.714642326,0.69717008,0.760509278,,,,0.895481528,
0.201909252,0.21542421,0.203701944,0.220214484,0.2880862,0.286722096,0.377989478,0.37291171,0.59184586,0.7147804,0.738016054,0.74093364,,,,0.948075072,
0.202483256,0.215338108,0.204268752,0.204997458,0.261864286,0.28646861,0.37736174,0.371589478,0.378026324,0.63913461,0.739398338,0.701588812,,,,0.93814234,
0.205900478,0.214585356,0.214157768,0.20372321,0.257667052,0.28207478,0.3776616,0.374111486,0.596633464,0.643320164,0.700740026,0.782823506,,,,0.924050828,
0.20205069,0.215313648,0.204484878,0.206680238,0.244254928,0.285800428,0.276816388,0.377738302,0.611152782,0.528910142,0.69798969,0.76057222,,,,0.875383028,
0.202210238,0.215027994,0.218019302,0.203264314,0.24153501,0.286177718,0.373492302,0.371496222,0.596758492,0.70835396,0.700788092,0.778610956,,,,0.953360828,
0.202097114,0.21811159,0.21364797,0.212677566,0.292607178,0.286059486,0.374375628,0.371316854,0.507260292,0.605695282,0.720450292,0.726798998,,,,0.945844562,
0.218305026,0.215354816,0.203966938,0.203456058,0.287900794,0.234556632,0.37734002,0.505524838,0.592909386,0.604130306,0.700851992,0.762060542,,,,0.884816806,
0.202282146,0.22005701,0.216921018,0.203031596,0.28789783,0.285845026,0.2771335,0.371496222,0.596601686,0.638957908,0.700957896,0.778752054,,,,0.792149712,
0.202922412,0.22398638,0.209626432,0.218510658,0.287281566,0.288668648,0.377442964,0.374069006,0.375000758,0.605190396,0.773880796,0.773993612,,,,0.843476432,
0.25108385,0.318801792,0.21314578,0.217704066,0.242971454,0.267541262,0.377753216,0.371869164,0.596755952,0.606199074,0.700933012,0.77509862,,,,0.807486742,
0.201914086,0.230761124,0.214208552,0.266171088,0.257728538,0.286090686,0.371819426,0.374069006,0.59377017,0.714266572,0.70075906,0.75318008,,,,0.791376708,
0.205018976,0.214421272,0.214302056,0.268916382,0.287337152,0.266828282,0.377859586,0.377738302,0.507139528,0.605512344,0.635492126,0.70603037,,,,0.843339444,
0.202349538,0.214585356,0.203074266,0.222838672,0.262903736,0.292936174,0.36990937,0.371702424,0.526334812,0.71443975,0.711125614,0.72204761,,,,0.850196542,
0.201894632,0.214142708,0.214066652,0.217273172,0.241780412,0.286020472,0.377427906,0.374369718,0.596663748,0.714454052,0.701118564,0.492894482,,,,0.786267372,
0.202066246,0.21504229,0.204745142,0.213637982,0.249984572,0.286563174,0.377616536,0.371152616,0.507166618,0.605156006,0.70104241,0.616342436,,,,0.843051804,
0.202007018,0.214448688,0.202348144,0.213823572,0.287932162,0.285827956,0.37736174,0.374510048,0.50661791,0.714589674,0.704123964,0.695395232,,,,0.848243306,
0.20200885,0.214585356,0.214302056,0.213309274,0.250181068,0.285454294,0.377899208,0.3741569,0.5962826,0.60423607,0.700905688,0.700935272,,,,0.850764186,
0.202038518,0.214585356,0.203111968,0.213637848,0.242906294,0.285753498,0.374571654,0.362761812,0.525439968,0.6293182,0.59573727,0.700971254,,,,,
0.221638146,0.214585356,0.223576942,0.217390522,0.260032056,0.250974534,0.377356266,0.371522442,0.520579722,0.605154372,0.70061234,0.700918166,,,,,
0.201895828,0.215099706,0.214373308,0.206828938,0.287468346,0.286563174,0.381640032,0.361745688,0.525765756,0.60612476,0.700979188,0.730029762,,,,,
,0.21466303,0.203434874,0.213415796,0.243709172,0.291411302,0.37724373,0.37164719,0.528764888,0.610957012,0.700971254,0.700979188,,,,,
,0.214720602,0.21448607,0.203202258,0.288551374,0.285962894,0.381611868,0.373378332,0.481525478,0.605232912,0.710287688,0.736342452,,,,,
,0.214445338,0.204620764,0.21361515,0.293614182,0.286809864,0.373492302,0.372361904,0.47259772,0.71471974,0.700931406,0.764621516,,,,,
,0.214585356,0.21507628,0.204286848,0.242844662,0.29146605,0.377329362,0.371613636,0.523435726,0.714796744,0.701106434,0.742345976,,,,,
,0.21455367,0.214302056,0.213316964,0.288112584,0.378107942,0.381473946,0.371574566,0.5255282,0.71457994,0.700206792,0.700430536,,,,,
,0.218400784,0.207884794,0.213415796,0.288266106,0.287509496,0.37250009,0.372299064,0.509265814,0.644200126,0.629831612,0.705108412,,,,,
,0.215280024,0.202697228,0.213415796,0.305608294,0.285637224,0.385274774,0.371471842,0.596446134,0.60499653,0.698591942,0.71466478,,,,,
,0.21476392,0.203335,0.203031596,0.28777988,0.302001094,0.385452552,0.356521038,0.506629852,0.60458664,0.700982022,0.70100705,,,,,
,0.21644185,0.223755524,0.221546572,0.250315764,0.28979263,0.381473946,0.281487378,0.504502812,0.7043967,0.701589612,0.71054952,,,,,
,0.217041086,0.251252914,0.214337918,0.30415446,0.288412344,0.381473946,0.526502388,0.50677765,0.71409755,0.700911528,0.700971254,,,,,
,0.216180512,0.203025084,0.216138476,0.250259244,0.285826164,0.378045798,0.372167648,0.525685214,0.604963522,0.71054952,0.700971254,,,,,
,0.214585356,0.247892466,0.213415796,0.285284992,0.289283118,0.37756878,0.373967772,0.59715466,0.714111838,0.69717008,0.710698688,,,,,
,0.215270868,0.214880448,0.213179026,0.305600004,0.32484869,0.381473946,0.371631254,0.595434336,0.714589674,0.702439432,0.722503968,,,,,
,0.216628552,0.214116274,0.221546572,0.294816598,0.37458657,0.377222232,0.371481182,0.508878784,0.71566339,0.596124394,0.70102283,,,,,
,0.214585356,0.214302056,0.213283162,0.243835414,0.285159526,0.37736174,0.374039682,0.525793832,0.714589674,0.70136212,0.732780136,,,,,
,0.21444441,0.21451623,0.203322002,0.272495272,0.28557448,0.377519346,0.371496222,0.598425108,0.71053509,0.702876864,0.700971254,,,,,
,0.21470118,0.214302056,0.214051282,0.242144036,0.285753498,0.37692855,0.358226234,0.59473792,0.606672036,0.696532784,0.700922392,,,,,
,0.226203012,0.2043396,0.213388144,0.24157798,0.286296138,0.37657782,0.358881054,0.525662502,0.603957198,0.70076206,0.750221744,,,,,
,0.216522214,0.202976824,0.203031596,0.30649153,0.285763508,0.377384078,0.361360936,0.372116238,0.604901412,0.702770648,0.70004238,,,,,
,0.268512902,0.215414116,0.217803676,0.25077302,0.28344224,0.37742089,0.505495776,0.392898842,0.68578671,0.700582448,0.701344672,,,,,
,0.217063366,0.224769742,0.213415796,0.246087118,0.285800658,0.377396732,0.37143206,0.59491355,0.624241612,0.701040934,0.74248192,,,,,
,0.218008178,0.203025084,0.205579296,0.289731306,0.285753498,0.381728452,0.371209074,0.506386082,0.720096828,0.6355058,0.729970028,,,,,
,,0.203487424,0.201768202,0.24153501,0.290979886,0.37736174,0.371576278,0.594878836,0.644971458,0.700971254,0.700896412,,,,,
,,0.21067011,0.203322002,0.249983122,0.28571508,0.377204908,0.371307388,0.52058526,0.605232912,0.700921294,0.70312911,,,,,
,,0.203051282,0.213415796,0.242458256,0.3005348,0.37024919,0.374043774,0.525841828,0.710072074,0.714962652,0.70089573,,,,,
,,0.206690982,0.213415796,0.289223472,0.287067122,0.382182542,0.374233694,0.525892176,0.604194294,0.700788466,0.71461672,,,,,
,,0.20374183,0.213409486,0.287468224,0.28579431,0.377543718,0.374069006,0.594912034,0.711852362,0.69717008,0.717761,,,,,
,,0.26802419,0.212968628,0.304235574,0.285571102,0.38151083,0.374069006,0.59512887,0.60656426,0.603552732,0.738112114,,,,,
,,0.203025084,0.202728266,0.287685186,0.285885238,0.37736174,0.36140777,0.509117948,0.60525692,0.700829634,0.710637724,,,,,
,,0.204858566,0.203393642,0.288612212,0.285656958,0.310304212,0.377885106,0.37221483,0.715288024,0.706821868,0.700971254,,,,,
,,0.203354596,0.21377604,0.28765033,0.266049288,0.381868308,0.374930562,0.595264814,0.714589674,0.700431512,0.700971254,,,,,
,,0.203354596,0.213415796,0.256667204,0.374227528,0.381393126,0.375216226,0.596614578,0.605232912,0.700971254,0.773060772,,,,,
,,0.207816024,0.202588388,0.250508892,0.30449256,0.273520124,0.377512212,0.3721384,0.60805698,0.700971254,0.700971254,,,,,
,,0.202668298,0.21348614,0.251026936,0.287819922,0.377871192,0.504764988,0.627343294,0.604194294,0.7010664,0.70328864,,,,,
,,0.20322531,0.203322002,0.283648464,0.287691966,0.279653844,0.371501144,0.61219352,0.714589674,0.712068812,0.505498564,,,,,
,,0.203084624,0.213336076,0.25058732,0.285907606,0.381607412,0.361533022,0.59491355,0.710283736,0.70066415,0.526399788,,,,,
,,0.203363082,0.213954282,0.242022494,0.2450387,0.277034336,0.35827486,0.593316606,0.714589674,0.700971254,0.522652666,,,,,
,,0.20323725,0.203322002,0.287368828,0.292902598,0.37756878,0.361601956,0.59559134,0.63579779,0.697036896,0.509403708,,,,,
,,0.202933182,0.213647204,0.250315764,0.291879428,0.381473946,0.358105214,0.59491355,0.606391142,0.700869878,0.505648518,,,,,
,,0.20422008,0.215053042,0.250040716,0.294993578,0.370017318,0.596582168,0.59508348,0.606434286,0.596582168,0.594250868,,,,,
,,0.203025524,0.213769496,0.26063998,0.288074918,0.276908372,0.357976664,0.50661791,0.60538801,0.700971254,,,,,,
,,,0.213427174,0.251381064,0.285723966,0.378774142,0.361701216,0.59511967,0.714473958,0.70090762,,,,,,
,,,0.21048568,0.253141984,0.285811394,0.37736174,0.362112834,0.594534916,0.6045498,0.700455832,,,,,,
,,,0.240229406,0.288734216,0.285753498,0.383382488,0.362024266,0.594289572,0.604194294,0.677464708,,,,,,
,,,0.232969142,0.287549486,0.285907606,0.381473946,0.36115352,0.595127684,0.710400588,0.774660452,,,,,,
,,,0.222838672,0.244245354,0.28571613,0.36610506,0.36115352,0.59493822,0.605232912,0.72284527,,,,,,
,,,0.205844974,0.242189988,0.266828282,0.31097158,0.374940818,0.525417328,0.606071316,0.708115964,,,,,,
,,,0.272356266,0.288946434,0.297567096,0.369807448,0.366521468,0.597125854,0.605232912,0.700971254,,,,,,
,,,0.20200885,0.287299976,0.298095018,0.381584064,0.374414088,0.604181288,0.642700952,0.698904678,,,,,,
,,,0.328101966,0.241725278,0.286869668,0.381400992,0.358351098,0.596985856,0.604398308,0.70094712,,,,,,
,,,0.207242476,0.287468224,0.304451884,0.377977402,0.36140777,0.617576832,0.710560336,0.670878614,,,,,,
,,,0.214122532,0.242791562,0.378241462,0.369978038,0.3582329,0.372086948,0.71024301,0.700971254,,,,,,
,,,0.228972842,0.26736507,0.285753498,0.37881968,0.371258512,0.59635432,0.604175902,0.700851616,,,,,,
,,,0.211904896,0.287468224,0.369478884,0.370674814,0.373097148,0.598420728,0.605232912,0.700971254,,,,,,
,,,0.220991246,0.248955374,0.288514454,0.37351613,0.376031202,0.506288286,0.5471249,0.700971254,,,,,,
,,,0.20662633,0.247087814,0.285021596,0.377652998,0.374462536,0.506699242,0.605232912,0.694511328,,,,,,
,,,0.26624612,0.304235574,0.284144844,0.378468416,0.371754474,0.358851452,0.603989944,0.701316894,,,,,,
