2020-Jan-Mar,2020-Apr-Jun,2020-Jul-Sep,2020-Oct-Dec,2021-Jan-Mar,2021-Apr-Jun,2021-Jul-Sep,2021-Oct-Dec,2022-Jan-Mar,2022-Apr-Jun,2022-Jul-Sep,2022-Oct-Dec,2023-Jan-Mar,2023-Apr-Jun,2023-Jul-Sep
,0.154955485,0.155582402,0.191676304,0.338174151,0.321554878,0.242537894,0.239912369,0.339070151,0.400277704,,,,,
,0.155027097,0.155712688,0.154618181,0.337494881,0.31562568,0.24075189,0.240280043,0.307795645,0.388462833,,,,,
,0.155471539,0.162906577,0.347429271,0.324146409,0.321481841,0.24049213,0.242028729,0.306796705,0.377471618,,,,,
,0.154239404,0.161353363,0.341259843,0.339074415,0.179625983,0.241169175,0.23771731,0.340716804,0.391737808,,,,,
,0.162906577,0.153425202,0.341076552,0.338923792,0.236485064,0.240407286,0.242157123,0.340606656,0.391090732,,,,,
,0.156792341,0.158493259,0.159523651,0.338727397,0.316631368,0.241104782,0.248255255,0.313366865,0.390788039,,,,,
,0.155313129,0.201057521,0.186419495,0.321139512,0.191767357,0.24886864,0.24224502,0.300389727,0.390725391,,,,,
,0.155981908,0.171247805,0.341067598,0.339074415,0.339667999,0.238646961,0.30765378,0.307948088,0.390793153,,,,,
,0.155305512,0.156003484,0.324146409,0.338902985,0.171332572,0.238868438,0.302671747,0.307751905,0.392892538,,,,,
,0.154297823,0.155576755,0.17238454,0.338768496,0.312807055,0.238703552,0.25590622,0.300358155,0.387269843,,,,,
,0.154132896,0.181504006,0.347429271,0.338164896,0.311130038,0.243523061,0.286273536,,0.390728371,,,,,
,0.1537119,0.15397671,0.34061061,0.339036469,0.316772465,0.239520439,0.286754414,,0.390752975,,,,,
,0.156379922,0.154217776,0.154499779,0.339074415,0.179749977,0.238738882,0.237989023,,0.414685627,,,,,
,0.154179211,0.155010704,0.191082657,0.191567736,0.228540393,0.238797353,0.283362171,,0.362144746,,,,,
,0.154955485,0.153852452,0.339074415,0.339227643,0.311059653,0.238720971,0.300361343,,0.392545127,,,,,
,0.198623049,,0.339389796,0.154448869,0.310710955,0.238790592,0.300358155,,0.394851517,,,,,
,0.154848983,,0.340226753,0.339389796,0.313868561,0.23891727,0.30945908,,0.338809078,,,,,
,0.15420954,,0.340729284,0.33956368,0.310732633,0.238784313,0.307797026,,0.390815492,,,,,
,0.153791729,,0.346030617,0.338573519,0.240605707,0.321298734,0.250407788,,0.338720877,,,,,
,0.154813246,,0.154177112,0.330760055,0.31100027,0.239478075,0.286942276,,0.402941027,,,,,
,,,0.347217876,0.191074468,0.310536204,0.238772468,0.237791254,,0.389580479,,,,,
,,,0.341259843,0.343340121,0.240270822,0.241239862,0.245530561,,0.381629339,,,,,
,,,0.336991398,0.191082657,0.240576607,0.239376085,0.254025242,,0.390677167,,,,,
,,,0.341259843,0.190999696,0.322152137,0.238625397,0.255388896,,0.364661014,,,,,
,,,0.157751127,0.338929479,0.216357483,0.238619736,0.288320798,,0.390917739,,,,,
,,,0.316559278,0.33910779,0.310391134,0.239376466,0.241992731,,0.391104331,,,,,
,,,0.310973826,0.339074415,0.311842039,0.21166535,0.250561757,,0.344209766,,,,,
,,,0.240571717,0.341259843,0.317046049,0.238848321,0.24263745,,0.390788039,,,,,
,,,0.171004989,0.339074415,0.311115161,0.239738094,0.304527036,,0.337951486,,,,,
,,,0.171004989,0.339304847,0.240715578,0.212054544,0.304903558,,0.307760791,,,,,
,,,0.154473614,0.338761075,0.31562568,0.238753916,0.282089456,,0.38149953,,,,,
,,,0.154149216,0.339074415,0.302575201,0.155082823,0.241276778,,0.390714675,,,,,
,,,0.179384654,0.191161996,0.346224124,0.349689758,0.300351927,,0.390869005,,,,,
,,,0.154371776,0.338526382,0.338341353,0.156549872,0.300259805,,0.390788039,,,,,
,,,0.154179211,0.191486499,0.338730826,0.240297865,0.307330006,,0.390783279,,,,,
,,,0.154382161,0.191051649,0.191008378,0.319428468,0.264987969,,0.390755566,,,,,
,,,0.154179211,0.339056835,0.316857207,0.321554878,0.241175723,,0.37508272,,,,,
,,,0.155658001,0.326972041,0.338615509,0.24085446,0.307993932,,0.338640061,,,,,
,,,0.316778131,0.341265156,0.337283602,0.241819395,0.308588331,,0.391780994,,,,,
,,,0.154694383,0.347429271,0.154179211,0.236397759,0.300358155,,0.338934466,,,,,
,,,0.179625983,0.340868905,0.320795296,0.237761637,0.310994591,,0.343551637,,,,,
,,,0.189691179,0.338671833,0.236222894,0.238117941,0.307760791,,0.377469779,,,,,
,,,0.181215896,0.1556507,0.236870901,0.240898629,0.338013248,,0.338014665,,,,,
,,,0.164224481,0.339671312,0.310845112,0.243066708,0.308446109,,0.381515736,,,,,
,,,0.164224481,0.341145162,0.191676458,0.179625983,0.307790541,,0.339935046,,,,,
,,,0.154108475,0.242326035,0.244131026,0.241917264,0.245215076,,0.338405211,,,,,
,,,0.179873604,0.190991285,0.240270822,0.236397759,0.241601341,,0.391041622,,,,,
,,,0.154356476,0.198298328,0.310704794,0.23692294,0.241962396,,0.338074041,,,,,
,,,0.154533521,0.244131026,0.316772465,0.237274207,0.307760791,,0.33720795,,,,,
,,,0.154356704,0.154176283,0.308949021,0.238703552,0.249624461,,0.338014665,,,,,
,,,0.181381552,0.156638572,0.30251261,0.243436956,0.259561259,,0.338089927,,,,,
,,,0.154236801,0.182332873,0.316491255,0.191767357,0.252990017,,0.337958886,,,,,
,,,0.181373846,0.187788656,0.240764662,0.238271157,0.291336727,,0.320655377,,,,,
,,,0.171112025,0.2431717,0.241192747,0.236372214,0.307719621,,0.33879174,,,,,
,,,0.154179211,0.24289459,0.241169632,0.241291455,0.300358155,,0.338000439,,,,,
,,,0.155477228,0.347330897,0.241002423,0.238430143,0.300405419,,0.377487146,,,,,
,,,0.154429543,0.253714131,0.316596777,0.23692294,0.300358155,,0.390823634,,,,,
,,,0.207441081,0.242301857,0.248393012,0.241142409,0.244962847,,0.376549487,,,,,
,,,0.1537119,0.330818018,0.240433943,0.23853846,0.309346553,,0.338182447,,,,,
,,,0.154442177,0.326778717,0.240679022,0.241803172,0.242184698,,0.339894813,,,,,
,,,0.154004334,0.330796518,0.311245469,0.237774639,0.24216331,,0.381494003,,,,,
,,,0.154418215,0.330621431,0.191767357,0.238138364,0.309066798,,0.337840358,,,,,
,,,0.170183798,0.190991285,0.24110893,0.208989609,0.318613155,,0.381574782,,,,,
,,,0.154210411,0.244446983,0.240619862,0.237289866,0.242085599,,0.390867602,,,,,
,,,0.154305713,0.19119545,0.243040319,0.171332572,0.241855096,,0.344160991,,,,,
,,,0.171004989,0.190942409,0.240571717,0.296371588,0.241809466,,0.390788039,,,,,
,,,0.155839489,0.208541415,0.24124428,0.243142457,0.25321724,,0.391119022,,,,,
,,,0.153904045,0.331012458,0.240508253,0.241113728,0.242062172,,0.377514166,,,,,
,,,0.154247215,0.183908836,0.240682406,0.308402934,0.241360518,,0.382952574,,,,,
,,,0.1556507,0.311432351,0.240595668,0.240972327,0.242021598,,0.338014665,,,,,
,,,0.154081801,0.314734877,0.240430229,0.240427906,0.24209196,,0.339908973,,,,,
,,,0.164224481,0.311120536,0.241111083,0.240301855,0.241213923,,0.364434929,,,,,
,,,0.154179211,0.317636495,0.240974301,0.240088157,0.241696183,,,,,,,
,,,0.171763621,0.172550458,0.240571717,0.240358633,0.241276778,,,,,,,
,,,0.181373846,0.191082657,0.316772465,0.240572704,0.241628956,,,,,,,
,,,0.154616245,0.191082657,0.31095075,0.240666438,0.241279624,,,,,,,
,,,0.154222225,0.171004989,0.241225405,0.243657978,0.242183311,,,,,,,
,,,0.156951545,0.179855428,0.269081495,0.336898041,0.242955796,,,,,,,
,,,0.153374801,0.181221643,0.311059653,0.243066708,0.241276778,,,,,,,
,,,0.154179211,0.315639573,0.240571717,0.24187351,0.241474355,,,,,,,
,,,0.154306638,0.336398049,0.241272639,0.241173222,0.299712199,,,,,,,
,,,0.171277346,0.328002442,0.240470764,0.240348475,0.243645388,,,,,,,
,,,0.154181289,0.309335054,0.240411515,0.240642092,0.241223229,,,,,,,
,,,0.184280486,0.316198088,0.240745704,0.154179211,0.241276778,,,,,,,
,,,0.172236127,0.317048672,0.191980661,0.154645353,0.241442162,,,,,,,
,,,0.154287019,0.317314983,0.191594948,0.23692294,0.241296252,,,,,,,
,,,0.153337709,0.308794402,0.322389795,0.236948592,0.241175723,,,,,,,
,,,0.154179211,0.317798205,0.231635069,0.155068478,0.24123129,,,,,,,
,,,0.15428924,0.241299019,0.240605571,0.318122861,0.370100819,,,,,,,
,,,0.154149216,0.17920235,0.191506282,0.236856586,0.194318715,,,,,,,
,,,0.154179211,0.184629251,0.227987353,0.23692294,0.241831457,,,,,,,
,,,0.154179211,0.321554878,0.191960046,0.241169175,0.247121358,,,,,,,
,,,0.154411127,0.191844325,0.191620011,0.2473858,0.243362103,,,,,,,
,,,0.154275407,0.191954023,0.228540393,0.236958851,0.296686194,,,,,,,
,,,0.154616245,0.191933994,0.228540393,0.23692294,0.241439176,,,,,,,
,,,0.154839207,0.192493086,0.191767357,0.244042659,0.243653406,,,,,,,
,,,0.341259843,0.191949423,0.192240216,0.247409846,0.245951917,,,,,,,
,,,0.181221643,0.191840959,0.323317308,0.237191618,0.241248664,,,,,,,
,,,0.167278133,0.228540393,0.243292585,0.236958851,0.241787125,,,,,,,
,,,0.164592571,0.191290446,0.228540393,0.236930104,0.241340741,,,,,,,
,,,0.15426345,0.191261096,0.241072422,0.237699721,0.242028729,,,,,,,
,,,0.154160449,0.191082657,0.243292585,0.236861107,0.294229892,,,,,,,
,,,0.227384278,0.153754621,0.240493199,0.240066488,0.241554718,,,,,,,
,,,0.154179211,0.191082657,0.240600609,0.23692294,0.242710273,,,,,,,
,,,0.181539297,0.345473199,0.317153901,0.241990681,0.241997034,,,,,,,
,,,0.15612908,0.154575744,0.318762403,0.239277302,0.241424478,,,,,,,
,,,0.154179211,0.300910995,0.240587701,0.237024781,0.236815969,,,,,,,
,,,0.154174435,0.299272547,0.239388256,0.236378814,0.237807262,,,,,,,
,,,0.181696123,0.311396956,0.295986721,0.23692294,0.237218184,,,,,,,
,,,0.15450919,0.171004989,0.240672193,0.240573227,0.242183282,,,,,,,
,,,0.154852105,0.299209627,0.240571717,0.23788455,0.29665382,,,,,,,
,,,0.154244709,0.191096404,0.191767357,0.237150494,0.237337967,,,,,,,
,,,0.210372556,0.311420383,0.321554878,0.238610582,0.236631821,,,,,,,
,,,0.154492995,0.19400897,0.316143862,0.23692294,0.237225206,,,,,,,
,,,0.172222176,0.191020839,0.32150731,0.237216186,0.236602493,,,,,,,
,,,0.170935371,0.228987881,0.315985187,0.236958851,0.23660248,,,,,,,
,,,0.171736989,0.190979987,0.191728812,0.32003457,0.258490879,,,,,,,
,,,0.149516983,0.192057784,0.192558517,0.23692294,0.237884443,,,,,,,
,,,0.154179211,0.228637939,0.228307529,0.241990681,0.237328665,,,,,,,
,,,0.191027302,0.191227706,0.193660005,0.255206273,0.237788129,,,,,,,
,,,0.159502117,0.191082657,0.223612313,0.23685639,0.24374718,,,,,,,
,,,0.17100316,0.292535772,0.191149966,0.236885531,0.254393643,,,,,,,
,,,0.296101686,0.294968699,0.191729987,0.237670222,0.237197524,,,,,,,
,,,0.242176131,0.15831053,0.29767511,0.237024111,0.236789324,,,,,,,
,,,0.154179211,0.24175886,0.228529406,0.246916566,0.237337317,,,,,,,
,,,0.154661019,0.181448167,0.192923058,0.242169994,0.2575006,,,,,,,
,,,0.153832632,0.183985478,0.193437809,0.23692294,0.163692256,,,,,,,
,,,0.171004989,0.246524646,0.154274172,0.249455752,0.241956277,,,,,,,
,,,0.170514113,0.157459645,0.288458815,0.241416639,0.237232101,,,,,,,
,,,0.154132496,0.155927253,0.257530126,0.237074864,0.23714801,,,,,,,
,,,0.157372218,0.184117399,0.240571717,0.236981326,0.240182857,,,,,,,
,,,0.313285857,0.154247215,0.240571717,0.241769711,0.237182944,,,,,,,
,,,0.34952422,0.154529959,0.19263243,0.236852503,0.259348439,,,,,,,
,,,0.154592333,0.191676304,0.321527966,0.239230726,0.236695247,,,,,,,
,,,0.181373846,0.190876318,0.201165031,0.237054441,0.237362763,,,,,,,
,,,0.155076194,0.341166439,0.32084281,0.237969774,0.237554952,,,,,,,
,,,0.347330897,0.186877953,0.338615509,0.237039878,0.241877727,,,,,,,
,,,0.154179211,0.170877304,0.337619584,0.236867091,0.236934119,,,,,,,
,,,0.347895751,0.191074954,0.337961416,0.236908096,0.237225206,,,,,,,
,,,0.308487871,0.154179211,0.191767357,0.237568479,0.236938931,,,,,,,
,,,0.306157233,0.190937,0.191808923,0.236923147,0.237113119,,,,,,,
,,,0.19153553,0.191505553,0.192901042,0.237794374,0.236910982,,,,,,,
,,,0.188482347,0.339074415,0.228154882,0.236998018,0.23720756,,,,,,,
,,,0.188482347,0.320378463,0.312720955,0.236397759,0.237447343,,,,,,,
,,,0.156603973,0.158588166,0.236537105,0.237069862,0.237561464,,,,,,,
,,,0.154799957,0.187063699,0.191668131,0.23692294,0.236727195,,,,,,,
,,,0.15381764,0.339023226,0.228921702,0.236900475,0.23658393,,,,,,,
,,,0.154179211,0.338144071,0.230417151,0.23692294,0.237551555,,,,,,,
,,,0.172153137,0.191367033,0.230417151,0.236950201,0.255655053,,,,,,,
,,,0.335205599,0.339173368,0.229112728,0.237587235,0.255678537,,,,,,,
,,,0.155822818,0.339074415,0.310953954,0.241987572,,,,,,,,
,,,0.155384108,0.191059367,0.191616344,0.236902852,,,,,,,,
,,,0.17013459,0.338884129,0.29176453,0.236397759,,,,,,,,
,,,0.173755593,0.339191699,0.193490232,0.237063635,,,,,,,,
,,,0.15352048,0.191082657,0.209428276,0.236556719,,,,,,,,
,,,0.156823256,0.190963846,0.191999092,0.236431237,,,,,,,,
,,,0.154694036,0.191082657,0.345010017,0.237027709,,,,,,,,
,,,0.156295142,0.191082657,0.191767357,0.23666119,,,,,,,,
,,,0.156296249,0.339693985,0.192465373,0.236983241,,,,,,,,
,,,0.152095209,0.190944261,0.192402985,0.237121673,,,,,,,,
,,,0.156037124,0.338958682,0.191767866,0.237915165,,,,,,,,
,,,0.155822818,0.339021503,0.308181287,0.237690726,,,,,,,,
,,,0.155334474,0.339280337,0.191767357,0.236954495,,,,,,,,
,,,0.172222176,0.191107232,0.191767357,0.241521785,,,,,,,,
,,,0.156151876,0.293241017,0.228299207,0.239476691,,,,,,,,
,,,0.171927874,0.190885014,0.236916916,0.237017216,,,,,,,,
